Microbe,Condition,Effect,Sample Type,Host,Method,Study Title,PubMed Link
Peptoniphilus,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Mycoplasma,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Pseudoramibacter,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Porphyromonas,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Desulfobulbus,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Filifactor,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Synergistetes,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Bergeyella,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Terrahaemophilus,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Capnocytophaga,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Granulicatella,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Streptococcus,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Veillonella,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Abiotrophia,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Streptococcus mitis,Crohn's Disease,Reduced,Saliva,Human,16S rRNA sequencing,Streptococcus salivarius: a potential salivary biomarker for orofacial granulomatosis and Crohn's Disease?,https://www.ncbi.nlm.nih.gov/pubmed/30796823
Streptococcus salivarius,Crohn's Disease,Elevated,Saliva,Human,16S rRNA sequencing,Streptococcus salivarius: a potential salivary biomarker for orofacial granulomatosis and Crohn's Disease?,https://www.ncbi.nlm.nih.gov/pubmed/30796823
Streptococcus salivarius,Orofacial granulomatosis,Elevated,Saliva,Human,16S rRNA sequencing,Streptococcus salivarius: a potential salivary biomarker for orofacial granulomatosis and Crohn's Disease?,https://www.ncbi.nlm.nih.gov/pubmed/30796823
Catonella morbi,Orofacial granulomatosis,Elevated,Saliva,Human,16S rRNA sequencing,Streptococcus salivarius: a potential salivary biomarker for orofacial granulomatosis and Crohn's Disease?,https://www.ncbi.nlm.nih.gov/pubmed/30796823
Fusobacterium nucleatum,Crohn's Disease,Elevated,Saliva,Human,16S rRNA sequencing,Streptococcus salivarius: a potential salivary biomarker for orofacial granulomatosis and Crohn's Disease?,https://www.ncbi.nlm.nih.gov/pubmed/30796823
Streptococcus salivarius,Crohn's Disease,Elevated,Saliva,Human,16S rRNA sequencing,Streptococcus salivarius: a potential salivary biomarker for orofacial granulomatosis and Crohn's Disease?,https://www.ncbi.nlm.nih.gov/pubmed/30796823
Epicoccum,Alcoholism,Reduced,Faeces,Human,ITS2 sequencing,Intestinal fungi contribute to development of alcoholic liver disease,https://www.ncbi.nlm.nih.gov/pubmed/28530644
Galactomyces,Alcoholism,Reduced,Faeces,Human,ITS2 sequencing,Intestinal fungi contribute to development of alcoholic liver disease,https://www.ncbi.nlm.nih.gov/pubmed/28530644
Debaryomyces,Alcoholism,Reduced,Faeces,Human,ITS2 sequencing,Intestinal fungi contribute to development of alcoholic liver disease,https://www.ncbi.nlm.nih.gov/pubmed/28530644
Candida albicans,Alcoholism,Elevated,Faeces,Human,ITS2 sequencing,Intestinal fungi contribute to development of alcoholic liver disease,https://www.ncbi.nlm.nih.gov/pubmed/28530644
Candida dubliniensis,Alcoholism,Elevated,Faeces,Human,ITS2 sequencing,Intestinal fungi contribute to development of alcoholic liver disease,https://www.ncbi.nlm.nih.gov/pubmed/28530644
Bacteroides,Radiation enteritis,Reduced,Faeces,Human,16S rRNA sequencing,Gut microbial dysbiosis is associated with development and progression of radiation enteritis during pelvic radiotherapy,https://www.ncbi.nlm.nih.gov/pubmed/30908851
Blautia,Radiation enteritis,Reduced,Faeces,Human,16S rRNA sequencing,Gut microbial dysbiosis is associated with development and progression of radiation enteritis during pelvic radiotherapy,https://www.ncbi.nlm.nih.gov/pubmed/30908851
Megamonas,Radiation enteritis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbial dysbiosis is associated with development and progression of radiation enteritis during pelvic radiotherapy,https://www.ncbi.nlm.nih.gov/pubmed/30908851
Novosphingobium,Radiation enteritis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbial dysbiosis is associated with development and progression of radiation enteritis during pelvic radiotherapy,https://www.ncbi.nlm.nih.gov/pubmed/30908851
Prevotella,Radiation enteritis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbial dysbiosis is associated with development and progression of radiation enteritis during pelvic radiotherapy,https://www.ncbi.nlm.nih.gov/pubmed/30908851
Erysipelotrichaceae,Rheumatoid Arthritis,Reduced,Faeces,Human,16S rRNA sequencing,Gut microbial composition and function are altered in patients with early rheumatoid arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572219/
Coriobacteriaceae,Rheumatoid Arthritis,Reduced,Faeces,Human,16S rRNA sequencing,Gut microbial composition and function are altered in patients with early rheumatoid arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572219/
Collinsella,Rheumatoid Arthritis,Reduced,Faeces,Human,16S rRNA sequencing,Gut microbial composition and function are altered in patients with early rheumatoid arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572219/
Porphyromonas,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Prevotella oris,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Tanerella forsythia,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Capnocytophaga,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Bulleidia,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Prevotella,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Desulfobulbus,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Periodontal health and oral microbiota in patients with Rheumatoid Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6572048/
Lactobacillus,Intrahepatic Cholangiocarcinoma,Elevated,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Actinomyces,Intrahepatic Cholangiocarcinoma,Elevated,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Peptostreptococcaceae,Intrahepatic Cholangiocarcinoma,Elevated,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Alloscardovia,Intrahepatic Cholangiocarcinoma,Elevated,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Ruminococcus,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Leuconostocaceae,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Lachnospira,Intrahepatic Cholangiocarcinoma,Reduced,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Catenibacterium,Intrahepatic Cholangiocarcinoma,Reduced,Faeces,Human,16S rRNA sequencing,"Characterization of gut microbiota, bile acid metabolism, and cytokines in intrahepatic cholangiocarcinoma",https://www.ncbi.nlm.nih.gov/pubmed/31298745
Bacteroides,Cystic Fibrosis,Reduced,Faeces,Human,16S rRNA sequencing,Altered stool microbiota of infants with cystic fibrosis shows a reduction in genera associated with immune programming from birth,https://www.ncbi.nlm.nih.gov/pubmed/31209076
Roseburia,Cystic Fibrosis,Reduced,Faeces,Human,16S rRNA sequencing,Altered stool microbiota of infants with cystic fibrosis shows a reduction in genera associated with immune programming from birth,https://www.ncbi.nlm.nih.gov/pubmed/31209076
Veillonella,Cystic Fibrosis,Elevated,Faeces,Human,16S rRNA sequencing,Altered stool microbiota of infants with cystic fibrosis shows a reduction in genera associated with immune programming from birth,https://www.ncbi.nlm.nih.gov/pubmed/31209076
Actinomyces,Osteoporosis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbiota alterations associated with reduced bone mineral density in older adults,https://www.ncbi.nlm.nih.gov/pubmed/31378815
Eggerthella,Osteoporosis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbiota alterations associated with reduced bone mineral density in older adults,https://www.ncbi.nlm.nih.gov/pubmed/31378815
Clostridium cluster XIVa,Osteoporosis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbiota alterations associated with reduced bone mineral density in older adults,https://www.ncbi.nlm.nih.gov/pubmed/31378815
Lactobacillus,Osteoporosis,Elevated,Faeces,Human,16S rRNA sequencing,Gut microbiota alterations associated with reduced bone mineral density in older adults,https://www.ncbi.nlm.nih.gov/pubmed/31378815
Scardovia,Multiple system atrophy,Elevated,Faeces,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Lactobacillus,Multiple system atrophy,Elevated,Faeces,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Gordonibacter,Multiple system atrophy,Elevated,Faeces,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Phascolarctobacterium,Multiple system atrophy,Elevated,Faeces,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Haemophilus,Multiple system atrophy,Reduced,Faeces,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Leucobacter,Multiple system atrophy,Reduced,Blood,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Bacteroides,Multiple system atrophy,Elevated,Blood,Human,16S rRNA sequencing,Fecal and blood microbial 16S rRNA gene alteration in Chinese patients with multiple system atrophy and its subtypes,https://www.ncbi.nlm.nih.gov/pubmed/31381527
Lactobacillus,Aerobic vaginitis,Reduced,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Lactobacillus,Bacterial vaginosis,Reduced,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Pelomonas,Aerobic vaginitis,Reduced,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Burkholderia,Aerobic vaginitis,Reduced,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Microbacterium,Aerobic vaginitis,Reduced,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Escherichia,Aerobic vaginitis,Elevated,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Staphylococcus,Aerobic vaginitis,Elevated,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
Enterococcus,Aerobic vaginitis,Elevated,Vaginal swab,Human,16S rRNA sequencing,Molecular diagnosis of vaginitis: comparing quantitative PCR and microbiome profiling approaches to current microscopy scoring,https://www.ncbi.nlm.nih.gov/pubmed/31315951
